disease_class,temperature_celsius,soil_moisture_percent,soil_ph,soil_nitrogen_ppm
Tomato___Tomato_mosaic_virus,23.52,86.48,6.15,103.55
Tomato___Tomato_mosaic_virus,23.5,86.11,6.98,149.42
Tomato___Tomato_mosaic_virus,23.35,84.41,5.95,123.51
Tomato___Tomato_mosaic_virus,25.7,90.43,6.71,154.77
Tomato___Tomato_mosaic_virus,24.21,73.72,5.87,140.31
Tomato___Tomato_mosaic_virus,22.27,80.46,6.04,174.91
Tomato___Tomato_mosaic_virus,18.72,69.81,6.74,153.16
Tomato___Tomato_mosaic_virus,23.98,75.38,5.73,165.02
Tomato___Tomato_mosaic_virus,21.13,75.69,6.13,133.25
Tomato___Tomato_mosaic_virus,26.27,64.55,6.39,120.52
Tomato___Tomato_mosaic_virus,24.32,71.86,6.34,163.07
Tomato___Tomato_mosaic_virus,24.52,74.74,6.34,123.87
Tomato___Tomato_mosaic_virus,23.77,71.2,6.41,132.48
Tomato___Tomato_mosaic_virus,26.07,81.79,6.24,182.3
Tomato___Tomato_mosaic_virus,21.33,67.16,5.67,112.88
Tomato___Tomato_mosaic_virus,24.54,76.23,6.5,151.38
Tomato___Tomato_mosaic_virus,22.31,70.19,5.92,129.05
Tomato___Tomato_mosaic_virus,25.61,71.64,6.13,130.1
Tomato___Tomato_mosaic_virus,22.09,68.02,6.79,171.71
Tomato___Tomato_mosaic_virus,22.04,82.92,6.4,110.38
Tomato___Tomato_mosaic_virus,26.0,72.28,6.18,161.24
Tomato___Tomato_mosaic_virus,25.1,73.45,6.33,145.52
Tomato___Tomato_mosaic_virus,23.67,68.38,6.72,149.82
Tomato___Tomato_mosaic_virus,20.79,64.14,7.22,147.74
Tomato___Tomato_mosaic_virus,19.14,66.92,6.98,146.05
Tomato___Tomato_mosaic_virus,21.78,65.51,6.81,140.83
Tomato___Tomato_mosaic_virus,23.51,79.43,6.66,156.01
Tomato___Tomato_mosaic_virus,27.06,79.52,6.24,154.06
Tomato___Tomato_mosaic_virus,24.47,73.74,6.19,114.68
Tomato___Tomato_mosaic_virus,24.81,69.17,5.87,155.18
Tomato___Tomato_mosaic_virus,23.21,76.23,6.29,125.99
Tomato___Tomato_mosaic_virus,21.82,65.8,6.08,137.3
Tomato___Tomato_mosaic_virus,27.65,72.84,6.3,110.91
Tomato___Tomato_mosaic_virus,25.0,90.35,6.94,138.55
Tomato___Tomato_mosaic_virus,22.89,80.03,6.47,125.29
Tomato___Tomato_mosaic_virus,23.23,84.31,6.54,180.84
Tomato___Tomato_mosaic_virus,24.51,68.16,6.69,136.28
Tomato___Tomato_mosaic_virus,26.51,76.45,6.5,127.01
Tomato___Tomato_mosaic_virus,28.43,81.48,6.12,110.84
Tomato___Tomato_mosaic_virus,23.71,89.26,6.28,151.99
Tomato___Tomato_mosaic_virus,22.81,60.53,6.33,137.45
Tomato___Tomato_mosaic_virus,23.13,78.4,5.88,143.77
Tomato___Tomato_mosaic_virus,29.84,75.8,6.82,126.27
Tomato___Tomato_mosaic_virus,26.9,59.91,6.11,144.08
Tomato___Tomato_mosaic_virus,22.26,72.74,6.52,136.7
Tomato___Tomato_mosaic_virus,22.19,80.76,7.2,136.87
Tomato___Tomato_mosaic_virus,29.22,69.64,7.05,165.04
Tomato___Tomato_mosaic_virus,23.7,79.24,6.73,150.37
Tomato___Tomato_mosaic_virus,22.77,88.08,7.05,109.69
Tomato___Tomato_mosaic_virus,21.82,79.25,6.28,133.17
Tomato___Tomato_mosaic_virus,24.85,77.1,6.78,158.5
Tomato___Tomato_mosaic_virus,20.31,67.73,7.27,119.75
Tomato___Tomato_mosaic_virus,24.48,72.14,6.67,151.47
Tomato___Tomato_mosaic_virus,21.26,92.29,6.53,168.05
Tomato___Tomato_mosaic_virus,20.44,76.33,7.13,139.5
Tomato___Tomato_mosaic_virus,29.47,77.82,6.3,155.44
Tomato___Tomato_mosaic_virus,25.74,73.27,6.31,142.56
Tomato___Tomato_mosaic_virus,27.61,84.22,6.41,198.16
Tomato___Tomato_mosaic_virus,26.87,76.09,7.07,141.06
Tomato___Tomato_mosaic_virus,25.38,94.17,6.44,115.02
Tomato___Tomato_mosaic_virus,28.27,72.57,6.72,125.32
Tomato___Tomato_mosaic_virus,24.96,73.52,6.05,133.07
Tomato___Tomato_mosaic_virus,27.19,77.82,6.49,126.85
Tomato___Tomato_mosaic_virus,22.91,68.6,6.93,156.07
Tomato___Tomato_mosaic_virus,25.56,60.45,6.57,168.83
Tomato___Tomato_mosaic_virus,28.02,80.0,5.05,138.92
Tomato___Tomato_mosaic_virus,25.61,66.56,5.88,96.29
Tomato___Tomato_mosaic_virus,24.26,74.51,6.71,121.06
Tomato___Tomato_mosaic_virus,27.77,76.88,6.67,123.7
Tomato___Tomato_mosaic_virus,23.83,82.17,6.19,81.86
Tomato___Tomato_mosaic_virus,21.27,77.98,6.26,106.47
Tomato___Tomato_mosaic_virus,25.22,66.95,6.31,102.94
Tomato___Tomato_mosaic_virus,29.09,75.54,6.33,186.9
Tomato___Tomato_mosaic_virus,23.79,66.21,6.83,150.72
Tomato___Tomato_mosaic_virus,25.34,81.78,6.03,119.57
Tomato___Tomato_mosaic_virus,23.91,73.98,6.39,160.99
Tomato___healthy,22.96,68.52,6.85,159.23
Tomato___healthy,20.95,76.65,6.64,159.71
Tomato___healthy,23.77,64.55,6.76,164.15
Tomato___healthy,24.41,66.52,6.62,149.72
Tomato___healthy,24.63,63.1,6.27,158.48
Tomato___healthy,20.68,70.2,6.79,162.51
Tomato___healthy,26.11,70.67,6.42,149.26
Tomato___healthy,21.91,80.01,6.41,159.26
Tomato___healthy,25.24,71.86,6.67,167.03
Tomato___healthy,20.4,65.83,6.32,149.44
Tomato___healthy,26.13,73.91,6.35,151.99
Tomato___healthy,25.35,66.63,6.35,164.53
Tomato___healthy,28.64,70.07,6.48,149.44
Tomato___healthy,25.37,73.16,6.65,164.72
Tomato___healthy,25.46,76.08,6.7,160.05
Tomato___healthy,24.25,80.77,6.23,164.12
Tomato___healthy,24.51,68.99,6.57,151.6
Tomato___healthy,25.64,75.36,6.41,172.26
Tomato___healthy,20.9,74.55,6.64,164.1
Tomato___healthy,25.39,62.89,6.56,159.59
Tomato___healthy,21.87,80.84,6.75,178.54
Tomato___healthy,21.04,70.08,6.6,148.37
Tomato___healthy,22.85,68.81,6.3,148.98
Tomato___healthy,22.82,64.18,6.41,174.01
Tomato___healthy,23.72,74.84,6.79,171.27
Tomato___healthy,23.99,64.42,6.93,167.55
Tomato___healthy,22.41,80.64,6.44,146.16
Tomato___healthy,24.28,69.07,6.63,168.05
Tomato___healthy,24.57,82.89,6.35,159.44
Tomato___healthy,21.47,67.26,6.55,149.87
Tomato___healthy,19.89,65.84,7.04,191.19
Tomato___healthy,20.95,60.93,6.73,136.7
Tomato___healthy,24.9,61.69,6.48,165.05
Tomato___healthy,24.44,81.97,6.44,163.59
Tomato___healthy,22.87,60.5,6.37,149.69
Tomato___healthy,28.52,71.09,6.57,161.04
Tomato___healthy,24.76,63.88,6.51,130.41
Tomato___healthy,19.35,67.08,6.5,181.72
Tomato___healthy,25.52,64.76,6.73,163.46
Tomato___healthy,22.94,73.67,6.55,151.41
Tomato___healthy,25.15,64.35,6.43,156.02
Tomato___healthy,24.65,67.82,6.44,147.61
Tomato___healthy,19.42,69.64,6.33,164.75
Tomato___healthy,23.81,65.09,6.41,143.42
Tomato___healthy,22.89,74.86,6.32,162.01
Tomato___healthy,23.85,67.57,6.35,150.51
Tomato___healthy,22.07,77.21,6.67,176.14
Tomato___healthy,24.52,72.94,6.14,157.91
Tomato___healthy,24.61,64.93,6.27,156.75
Tomato___healthy,29.06,79.88,6.72,146.87
Tomato___healthy,23.97,75.67,6.67,147.67
Tomato___healthy,22.83,63.73,6.46,173.09
Tomato___healthy,24.04,62.53,6.06,166.75
Tomato___healthy,23.49,67.4,6.43,165.75
Tomato___healthy,18.49,74.61,6.41,162.48
Tomato___healthy,25.1,71.13,6.06,137.82
Tomato___healthy,23.81,67.51,6.33,179.11
Tomato___healthy,24.28,71.92,6.36,147.75
Tomato___healthy,26.53,57.75,6.6,161.59
Tomato___healthy,26.15,74.38,6.3,157.64
Tomato___healthy,26.67,65.42,6.77,154.3
Tomato___healthy,25.26,70.46,6.34,165.47
Tomato___healthy,23.27,64.1,6.47,144.96
Tomato___healthy,25.22,75.87,6.12,160.32
Tomato___healthy,24.44,66.09,6.6,164.35
Tomato___healthy,21.91,66.07,6.34,169.5
Tomato___healthy,23.98,62.79,6.49,157.03
Tomato___healthy,24.38,69.4,6.6,176.68
Tomato___healthy,24.24,69.63,6.65,159.64
Tomato___healthy,22.82,51.23,6.35,172.99
Tomato___healthy,20.67,69.6,6.64,157.45
Tomato___healthy,25.89,70.03,6.37,159.36
Tomato___healthy,25.86,74.67,6.49,163.88
Tomato___healthy,26.8,72.98,6.64,158.88
Tomato___healthy,22.27,72.98,6.57,156.06
Tomato___healthy,27.67,65.29,6.32,156.17
Tomato___healthy,25.57,70.04,6.43,169.24
Tomato___healthy,25.88,71.38,6.48,153.01
Tomato___healthy,26.68,63.95,6.43,176.81
Tomato___healthy,26.67,72.9,6.49,160.57
Tomato___healthy,22.52,68.71,6.63,175.78
Tomato___healthy,21.19,68.85,6.52,150.11
Tomato___healthy,24.84,71.59,6.58,165.27
Tomato___healthy,27.87,66.3,6.87,175.64
Tomato___healthy,26.08,74.83,6.66,159.2
Tomato___healthy,27.54,67.84,6.67,170.27
Tomato___healthy,25.38,74.73,6.7,137.77
Tomato___healthy,25.22,62.48,6.32,160.04
Tomato___healthy,20.44,74.9,6.51,165.86
Tomato___healthy,20.91,60.5,6.33,153.99
Tomato___healthy,25.5,76.69,6.22,147.25
Tomato___healthy,25.24,78.85,6.3,159.65
Tomato___healthy,23.95,69.36,6.46,148.03
Tomato___healthy,24.51,68.31,6.8,148.39
Tomato___healthy,22.21,68.92,6.7,172.65
Tomato___healthy,21.69,71.22,6.24,173.35
Tomato___healthy,27.16,72.66,6.31,170.47
Tomato___healthy,24.39,73.3,6.68,154.0
Tomato___healthy,21.99,70.25,6.43,160.61
Tomato___healthy,23.26,60.46,6.68,153.07
Tomato___healthy,19.89,74.56,6.97,179.05
Tomato___healthy,25.2,73.08,6.53,156.46
Tomato___healthy,19.9,72.72,6.61,174.76
Tomato___healthy,22.39,64.63,6.36,136.9
Tomato___healthy,25.49,65.33,6.51,164.21
Tomato___healthy,23.8,72.3,6.74,155.74
Tomato___healthy,27.72,70.32,6.55,162.62
Tomato___healthy,28.08,71.86,6.55,154.44
Tomato___healthy,23.98,67.12,6.32,159.18
Tomato___healthy,26.02,67.94,6.84,159.86
Tomato___healthy,26.21,82.3,6.23,151.53
Tomato___healthy,24.79,71.22,6.84,160.55
Tomato___healthy,26.08,75.68,6.5,148.38
Tomato___healthy,21.94,62.87,6.77,156.85
Tomato___healthy,23.57,64.88,6.67,161.75
Tomato___healthy,23.64,72.85,6.54,155.16
Tomato___healthy,23.12,65.66,6.63,158.59
Tomato___healthy,22.31,81.66,6.89,167.07
Tomato___healthy,21.62,66.18,6.35,153.81
Tomato___healthy,24.77,71.93,6.41,162.23
Tomato___healthy,24.01,67.01,6.77,166.91
Tomato___healthy,24.08,76.01,6.43,162.53
Tomato___healthy,24.38,72.69,6.53,173.31
Tomato___healthy,26.65,73.01,6.49,149.78
Tomato___healthy,18.33,70.32,6.36,171.58
Tomato___healthy,22.92,58.4,6.38,159.94
Tomato___healthy,22.61,77.77,6.38,143.31
Tomato___healthy,22.32,64.28,6.56,162.85
Tomato___healthy,21.86,73.47,6.16,188.6
Tomato___healthy,26.01,64.4,6.51,168.04
Tomato___healthy,23.89,69.98,6.5,155.58
Tomato___healthy,23.14,63.2,6.55,151.79
Tomato___healthy,23.8,70.86,6.54,154.61
Tomato___healthy,22.95,68.99,6.49,154.3
Tomato___healthy,27.3,71.05,6.78,165.54
Tomato___healthy,26.13,71.08,6.54,155.35
Tomato___healthy,22.78,65.61,6.72,161.09
Tomato___healthy,24.58,79.99,6.13,169.97
Tomato___healthy,24.02,67.02,6.57,160.64
Tomato___healthy,22.51,74.33,6.64,150.29
Tomato___healthy,26.75,63.48,6.63,158.91
Tomato___healthy,25.21,68.89,6.68,160.26
Tomato___healthy,24.53,60.09,6.44,155.21
Tomato___healthy,22.56,65.81,6.54,151.17
Tomato___healthy,24.65,70.81,6.35,160.79
Tomato___healthy,24.29,73.89,6.62,166.78
Tomato___healthy,23.07,71.87,6.39,162.75
Tomato___healthy,23.52,80.01,6.22,153.25
Tomato___healthy,27.27,77.51,6.84,164.0
Tomato___healthy,23.88,59.02,6.55,149.01
Tomato___healthy,27.15,69.02,6.13,160.03
Tomato___healthy,24.11,81.37,6.33,147.08
Tomato___healthy,22.19,63.66,6.33,162.69
Tomato___healthy,23.55,71.09,6.84,148.52
Tomato___healthy,25.16,66.01,6.91,159.67
Tomato___healthy,25.1,72.09,6.5,167.77
Tomato___healthy,18.44,69.2,6.57,172.71
Tomato___healthy,26.15,67.58,6.54,174.39
Tomato___healthy,26.72,71.15,6.56,166.3
Tomato___healthy,24.63,70.78,6.63,164.71
Tomato___healthy,28.17,62.73,6.42,162.68
Tomato___healthy,23.01,68.94,6.47,132.97
Tomato___healthy,24.52,64.22,6.2,162.53
Tomato___healthy,23.13,69.56,6.62,153.54
Tomato___healthy,21.78,71.44,6.25,171.09
Tomato___healthy,26.97,63.7,6.3,151.64
Tomato___healthy,27.11,67.71,6.56,144.59
Tomato___healthy,25.34,70.05,6.78,155.83
Tomato___healthy,25.29,65.56,6.81,165.99
Tomato___healthy,23.03,57.98,6.68,134.98
Tomato___healthy,23.18,75.13,6.46,183.05
Tomato___healthy,24.21,64.62,6.58,151.37
Tomato___healthy,23.89,59.56,6.37,155.72
Tomato___healthy,25.56,57.86,6.43,173.74
Tomato___healthy,24.5,76.02,6.37,178.2
Tomato___healthy,23.52,70.47,6.46,136.35
Tomato___healthy,21.91,64.75,6.8,156.88
Tomato___healthy,20.8,60.79,6.57,146.82
Tomato___healthy,24.83,70.82,6.79,161.09
Tomato___healthy,25.5,67.49,6.61,166.12
Tomato___healthy,21.5,67.39,6.38,153.46
Tomato___healthy,25.38,62.26,6.43,149.46
Tomato___healthy,20.49,69.18,6.35,161.13
Tomato___healthy,27.23,62.71,6.39,161.54
Tomato___healthy,22.45,70.24,6.19,148.4
Tomato___healthy,22.17,58.07,6.38,165.1
Tomato___healthy,21.46,66.0,6.3,151.89
Tomato___healthy,26.13,66.38,6.67,158.3
Tomato___healthy,25.33,62.8,6.2,171.22
Tomato___healthy,21.73,65.37,6.71,156.8
Tomato___healthy,22.72,66.31,6.61,173.02
Tomato___healthy,21.44,63.9,6.79,149.43
Tomato___healthy,25.02,71.62,6.26,172.9
Tomato___healthy,20.41,68.43,6.68,163.34
Tomato___healthy,27.94,72.92,6.57,159.04
Tomato___healthy,26.11,67.14,6.47,154.44
Tomato___healthy,23.0,72.7,6.33,156.95
Tomato___healthy,27.4,69.81,6.65,175.95
Tomato___healthy,22.44,70.79,6.67,185.42
Tomato___healthy,24.55,76.11,6.69,160.77
